listing_id,raw_title,raw_date,raw_venue,source,wrong_day_noise
L005864,PIT vs MIA,2025-12-16,Acrisure Stadium,scraped_feed_c,False
L005865,Miami Dolphins at Pittsburgh Steelers,2025-12-16,Acrisure Stadium,official_feed,False
L005866,Chicagp Bulls at Cleveland Cavaliers,11/9/2025,Rocket Arena,scraped_feed_c,False
L005867,Chicago Bulls vs Cleveland Cavaliers,"November 9, 2025",Rocket Arena Cleveland,partner_feed_a,False
L005868,CAROLINA PANTHERS VS SEATTLE SEAHAWKS,2025-12-28,Bank of America Stadium,partner_feed_a,False
L005869,seattle seahawks vs carolina panthers,12/28/2025,Bank of America Stadium,partner_feed_a,False
L005870,San Antonio Spurs at Phoenix Suns,11/3/25,Mortgage Matchup Center,official_feed,False
L005871,  PHX  vs SAS ,"November 3, 2025",,scraped_feed_c,False
L005872,Indiana Pacers at Orlando Magic,"January 4, 2026",Kia Center,official_feed,False
L005873,indiana pacers at orlando magic,"January 4, 2026",Kia Center Orlando,partner_feed_a,False
L005874,San Francisco 49ers vs Cleveland Browns,"November 30, 2025",Huntington Bank Field,partner_feed_a,False
L005875,CLE VS SF,November 30,Huntington Bank Field,scraped_feed_c,False
L005876,Toronto Raptors at Milwaukee Bucks,12/19/2025,Fiserv Forum,official_feed,False
L005877,Milwaukee Bucks vs Toronto Raptors,"December 19, 2025",Fiserv Forum,official_feed,False
L005878,Houston Rockets at Los Angeles Lakers,"April 30, 2026",crypto.com Arena,official_feed,False
L005879,HOU vs LAL,4/30/26,crypto.com Arena,partner_feed_a,False
L005880,SAS at NOP,2025-10-25,New Orleans Arena,partner_feed_a,False
L005881,SAS vs NOP,10/25/25,Smoothie King Center,scraped_feed_b,False
L005882,MIA AT SSA,10/31/2025,Frost Bank Center,scraped_feed_c,False
L005883,MIA VS SAS,10/31/25,Frost Bank Center,partner_feed_a,False
L005884,JAX vs HOU,9/21/2025,EverBank Stadium,partner_feed_a,False
L005885,HOU vs JAX,,EverBank Stadium,scraped_feed_b,False
L005886,MIA vs DLA,12/4/2025,American Airlines Center,scraped_feed_c,False
L005887,MI Aat DL,12/4/2025,American Airlines Center,scraped_feed_c,False
L005888,portland trail blazers vs dallas mavericks,3/28/26,Moda Center,partner_feed_a,False
L005889,Dallas Mavericks vs Portland Trail Blazers,3/28/2026,Moda Center,official_feed,False
L005890,NPO vs ME,1/24/26,F,scraped_feed_c,False
L005891,Memphis Grizzlies vs New Orleans Pelicans,1/24/2026,FedExForum,official_feed,False
L005892,Phoenix Suns vs Houston Rockets,April 8,Mortgage Matchup Center,partner_feed_a,False
L005893,HOU vs PHX,4/8/2026,Mortgage Matchup Center,scraped_feed_b,False
L005894,BKN AT MIL,4/11/26,Fiserv Forum,scraped_feed_c,False
L005895,mil sv bln,4/11/2026,Bradley Center,scraped_feed_b,False
L005896,Chicago Bulls vs Boston Celtics,"January 6, 2026",TD Garden,partner_feed_a,False
L005897,Chicago Bulls vs Boston Celtics,"January 6, 2026",TD Garden,official_feed,False
L005898,OKC at WAS,"March 21, 2026",Capital One Arena,scraped_feed_c,False
L005899,  Oklahoma  City Thunder at Washington Wizards ,3/21/26,MCI Center,scraped_feed_b,False
L005900,Memphis Grizzlies vs Toronto Raptors,11/2/25,Scotiabank Arena,official_feed,False
L005901,Memphis Grizzlies at Toronto Raptors,11/2/25,,scraped_feed_c,False
L005902,Atlanta Hawks vs Boston Celtics,1/29/26,TD Garden,official_feed,False
L005903,ATL at BOS,1/29/26,TD Garden,partner_feed_a,False
L005904,  LA  Clippers vs DAL ,November 15,American Airlines Center,scraped_feed_c,False
L005905,la clippers @ dallas mavericks,2025-11-15,American Airlines Center,scraped_feed_c,False
L005906,LA Clippers vs San Antonio Spurs,"March 17, 2026",Intuit Dome Los Angeles,scraped_feed_b,False
L005907,SASa t LA Clipperd,3/17/2026,Intuit Dome,scraped_feed_b,False
L005908,Brooklyn Nets vs Dallas Mavericks,2/25/26,Barclays Center Brooklyn,scraped_feed_c,False
L005909,Brooklyn Nets vs Dallas Mavericks,February 25,Barclays Center,official_feed,False
L005910,Pittsburgh Steelers at Cincinnati Bengals,10/17/2025,Paycor Stadium,partner_feed_a,False
L005911,Pittsburgh Stelers vs Cincinnati Bengals,"October 19, 2025",Paycor Stadium,scraped_feed_c,True
L005912,iRL vs TL,October 24,Amway Center,scraped_feed_b,False
L005913,Orlando Magic vs Atlanta Hawks,2025-10-24,Kia Center,partner_feed_a,False
L005914,por v. vos,2025-12-28,Moda Center Portland,scraped_feed_c,False
L005915,  BOS  VS POR ,December 28,Moda Center,scraped_feed_c,False
L005916,olr vs dal,"April 4, 2026",American Airlines Center,scraped_feed_c,False
L005917,Orlando Magic vs Dallas Mavericks,4/4/2026,American Airlines Center,official_feed,False
L005918,LOS ANGELES LAKERS VS TORONTO RAPTORS,"January 19, 2026",,scraped_feed_c,False
L005919,Toronto Raptors at Los Angeles Lakers,January 19,crypto.com Arena,official_feed,False
L005920,PORTLAND TRAIL BLAZERS VS MIAMI HEAT,"January 23, 2026",Rose Garden,scraped_feed_b,False
L005921,MIAMI HEAT VS PORTLAND TRAIL BLAZERS,1/23/2026,Moda Center,scraped_feed_c,False
L005922,  Dallas  Mavericks vs Memphis Grizzlies ,11/8/25,FF,scraped_feed_b,False
L005923,DALat MEM,November 8,FedExForum,scraped_feed_c,False
L005924,Charlotte Hornets at Memphis Grizzlies,2026-01-29,FF,scraped_feed_b,False
L005925,Memphis Grizzlies vs Charlotte Hornets,"January 29, 2026",FedExForum,official_feed,False
L005926,Oklahoma City Thunder at Portland Trail Blazers,11/6/2025,Moda Center,partner_feed_a,False
L005927,  OKLAHOMA  CITY THUNDER VS PORTLAND TRQIL BLAZERS ,,MC,scraped_feed_c,False
L005928,TEN at JAX,2026-01-04,EverBank Stadium,partner_feed_a,False
L005929,Tennessee Titans at Jacksonville Jaguars,2026-01-04,EverBank Stadium,official_feed,False
L005930,Sacramento Kings vs Washington Wizards,1/17/26,Golden 1 Center,official_feed,False
L005931,dacramento Kings vs Washington Wiazrds,1/17/2026,Golden 1 Center Sacramento,scraped_feed_b,False
L005932,detroit lions vs philadelphia eagles,,Lincoln Financial Field,partner_feed_a,False
L005933,philadelphia eagles vs detroit lions,11/17/2025,The Linc,partner_feed_a,False
L005934,Utah Jazz at Memphis Grizzlies,"December 13, 2025",FedExForum,official_feed,False
L005935,uta at mem,2025-12-13,FedExForum,scraped_feed_b,False
L005936,Portland Trail Blazers @ Oklahoma City Thunder,11/24/25,Paycom Center,scraped_feed_c,False
L005937,Oklahoma City Thunder vs Portland Trail Blazers,"November 23, 2025",Paycom Center,scraped_feed_c,True
L005938,HOU v. LV,2025-12-21,Reliant Stadium,scraped_feed_b,False
L005939,Las&nbsp;Vegas Raiders at Houston Texans,12/21/25,Reliant Stadium,scraped_feed_b,False
L005940,CHARLOTTE HORNETS AT GOLDEN STATE WARRIORS,January 18,Chase Center,partner_feed_a,False
L005941,GSW v. CHA,1/18/26,CCA,scraped_feed_c,False
L005942,Chicago Bulls vs Brooklyn Nets,February 10,Barclays Center,official_feed,False
L005943,  Chicago  Bulls at Brooklyn Nets ,2/10/26,,scraped_feed_c,False
L005944,kansas city chiefs vs philadelphia eagles,9/14/25,Arrowhead Stadium,partner_feed_a,False
L005945,PHI vs KC,9/14/2025,Arrowhead Stadium,scraped_feed_b,False
L005946,OR v. MIL,11/25/2025,,scraped_feed_b,False
L005947,Portland Trail Blazers at Milwaukee Bucks,11/25/2025,Fiserv Forum,official_feed,False
L005948,HOU AT TEN,"November 16, 2025",NS,scraped_feed_b,False
L005949,HOU at TEN,November 16,Nissan Stadium,partner_feed_a,False
L005950,  GUANGZHOU  LOONG-LOONS VS SAN ANTONIO SPURS ,10/7/25,AT&T Center,scraped_feed_b,False
L005951,Guangzhou LonogL-ions v. San Antonio Spurs,10/7/25,Frost Bank Center,scraped_feed_c,False
L005952,miami heat at detroit pistons,2025-12-31,Little Caesars Arena,scraped_feed_b,True
L005953,Miami Heat at Detroit Pistons,1/2/26,Little Caesars Arena,official_feed,False
L005954,washington wizards @ los angeles lakers,"March 31, 2026",crypto.com Arena,scraped_feed_c,False
L005955,Los&nbsp;Angeles Lakers v. Washington Wizards,2026-03-31,,scraped_feed_b,False
L005956,NOP v. PHI,2/22/26,Smoothie King Center,scraped_feed_c,False
L005957,PH v sNOP,2/22/2026,Smoothie King Center,scraped_feed_b,False
L005958,Los Angeles Lakers at Phoenix Suns,12/15/2025,Mortgage Matchup Center,official_feed,False
L005959,PHX vs LAL,"December 15, 2025",,scraped_feed_c,False
L005960,Cleveland Cavaliers vs Sacramento Kings,2026-02-08,Golden 1 Center Sacramento,partner_feed_a,False
L005961,CLEVELAND CAVALIERS AT SACRAMENTO KINGS,February 8,Golden 1 Center,scraped_feed_c,False
L005962,Cleveland Browns at Cincinnati Bengals,January 4,Paycor Stadium,official_feed,False
L005963,  cleveland  browns @ cincinnati bengals ,1/4/2026,,scraped_feed_b,False
L005964,Cincinnati Bengals at Minnesota Vikings,9/21/2025,U.S. Bank Stadium,official_feed,False
L005965,Minnesota Vikings vs Cincinnati Bengals,September 21,U.S. Bank Stadium,scraped_feed_b,False
L005966,DET vs ORL,"April 22, 2026",Little Caesars Arena,scraped_feed_c,False
L005967,Orlando Magic at Detroit Pistons,April 22,,partner_feed_a,False
L005968,Minnesota Vikings at Cleveland Browns,10/5/25,Tottenham Hotspur Stadium,partner_feed_a,False
L005969,MIN v. CLE,10/5/25,Tottenham Hotspur Stadium,scraped_feed_c,False
L005970,Phoenix Suns vs Houston Rockets,12/6/2025,Toyota Center (Houston),official_feed,False
L005971,PHX vs HOU,December 6,Toyota Center (Houston),partner_feed_a,False
L005972,MEMPHIS GRIZZLIES VS ATLANTA HAWKS,3/23/2026,State Farm Arena Atlanta,partner_feed_a,False
L005973,Memphis Grizzlies at Atlanta Hawks,2026-03-23,State Farm Arena,official_feed,False
L005974,Memphis Grizzlies at Charlotte Hornets,October 15,First Horizon Coliseum,official_feed,False
L005975,MEMPHIS GRIZZLIES AT CHARLOTTE HORNETS,10/15/25,First Horizon Coliseum,scraped_feed_b,False
L005976,NYK VS CHI,2026-04-03,Madison Square Garden,partner_feed_a,False
L005977,chicago bulls vs new york knicks,4/3/2026,Madison Square Garden,partner_feed_a,False
L005978,HOU AT SAS,2026-03-09,AT&T Center,partner_feed_a,False
L005979,HOU v. SAS,3/9/26,Frost Bank Center,scraped_feed_c,False
L005980,Chicago Bulls vs Cleveland Cavaliers,2025-12-20,,partner_feed_a,False
L005981,  chi  vs cle ,2025-12-20,Rocket Arena,scraped_feed_b,False
L005982,Atlanat Hawks vs Philadelphia 76ers,"December 14, 2025",State Farm Arena,scraped_feed_b,False
L005983,Philadelphia 76ers at Atlanta Hawks,"December 14, 2025",State Farm Arena,official_feed,False
L005984,LA Clippers at Phoenux Sns,"November 7, 2025",Mortgage Matchup Center,scraped_feed_c,False
L005985,LA Clippers at Phoenix Suns,"November 7, 2025",,scraped_feed_c,False
L005986,MoN at CHI,10/18/25,United Center Chicago,scraped_feed_b,True
L005987,Minnesota Timnerwolves v. Chicago Bulls,2025-10-18,,scraped_feed_c,True
L005988,Charlotte Hornets vs New York Knicks,10/17/25,Madison Square Garden,official_feed,False
L005989,Charlotte Hornets vs NewY ork Knicks,10/18/2025,Madison Square Garden,scraped_feed_c,True
L005990,CgA v sDET,2/10/26,Time Warner Cable Arena,scraped_feed_b,False
L005991,detroit pistons @ charlotte hornets,2026-02-10,SCC,scraped_feed_c,False
L005992,Toronto Raptors at Detroit Pistons,"April 1, 2026",Little Caesars Arena,official_feed,False
L005993,Toronto Raptors vs Detroit Pistons,4/1/26,Little Caesars Arena,official_feed,False
L005994,&nbsp; golden  state warriors v. phoenix suns ,November 5,CCA,scraped_feed_c,False
L005995,Golden State Warriors vs Phoenix Suns,2025-11-05,Chase Center,partner_feed_a,False
L005996,Orlando Magic @ Charlotte Hornets,3/19/26,,scraped_feed_b,False
L005997,charlotte hornets vs orlando magic,3/19/2026,Time Warner Cable Arena,partner_feed_a,False
L005998,HOU va SF,October 26,RS,scraped_feed_c,False
L005999,SF at HOU,"October 26, 2025",Reliant Stadium,scraped_feed_c,False
L006000,OKC vs SA,5/19/26,Paycom Center,scraped_feed_c,False
L006001,San Antonio Spurs at Oklahoma City Thunder,2026-05-19,Paycom Center,official_feed,False
L006002,IND TA DEN,,BAD,scraped_feed_c,True
L006003,DNE vs NID,"November 9, 2025",BA,scraped_feed_b,False
L006004,Houston Texans vs Seattle Seahawks,"October 21, 2025",Lumen Field,official_feed,False
L006005,houston texans vs seattle seahawks,"October 21, 2025",Lumen Field,partner_feed_a,False
L006006,IND vs CHA,2025-11-18,Gainbridge Fieldhouse,scraped_feed_c,True
L006007,Charlotte Hornets vs Indiana Pacers,November 20,Gainbridge Fieldhouse,official_feed,False
L006008,MEM vs LA Clippers,12/16/25,Intuit Dome,partner_feed_a,False
L006009,Memphis Grizzlies at LA Clippers,12/16/25,Intuit Dome,partner_feed_a,False
L006010,WAS vs CHA,December 24,,scraped_feed_c,False
L006011,Washington Wizards vs Charlotte Hornets,"December 24, 2025",Spectrum Center,official_feed,False
L006012,Chicago Bulls vs New Orleans Pelicans,1/1/2026,United Center,official_feed,False
L006013,nop at chi,1/1/2026,,scraped_feed_b,False
L006014,dallas cowboys @ denver bronco,2025-10-26,Sports Authority Field,scraped_feed_b,False
L006015,Dallas Cowboys vs Denver Broncos,10/26/25,Empower Field at Mile High,scraped_feed_b,False
L006016,Chicago Bulls at Denver Nuggets,2025-10-15,Ball Arena,official_feed,False
L006017,Chicago Bulls v. Denver Nuggets,10/15/2025,BA,scraped_feed_c,False
L006018,MEM at NYK,2025-11-12,MSG,partner_feed_a,False
L006019,Memphis Grizzlies at New York Knicks,11/12/2025,Madison Square Garden,official_feed,False
L006020,  SAC  a POR ,"April 13, 2026",,scraped_feed_b,False
L006021,portland trail blazers sv sacramento kings,2026-04-13,Moda Center,scraped_feed_c,False
L006022,Portland Trail Blazers vs Toronto Raptors,"February 25, 2028",Scotiabank Arena,official_feed,False
L006023,TOR vs POR,"February 25, 2028",Scotiabank Arena,partner_feed_a,False
L006024,Denver Nuggets vs Phoenix Suns,2027-12-03,Mortgage Matchup Center,partner_feed_a,False
L006025,Denver Nuggets vs Phoenix Suns,12/3/2027,Mortgage Matchup Center,official_feed,False
L006026,New York Knicks vs Orlando Magic,2027-07-23,Madison Square Garden,partner_feed_a,False
L006027,Orlando Magic vs New York Knicks,2027-07-23,Madison Square Garden,official_feed,False
L006028,  atl  v. gb ,"December 13, 2027",Lambeau,scraped_feed_c,False
L006029,Atlanta Hawks at Green Bay Packers,12/13/27,Lambeau Field,official_feed,False
L006030,Boston Celtics vs Portland Trail Blazers,2/1/2027,Moda Center,official_feed,False
L006031,Boston Celtics at Portland Trail Blazers,2/1/27,Moda Center,partner_feed_a,False
L006032,Indiana Pacers at Washington Wizards,"May 4, 2028",Capital One Arena,official_feed,False
L006033,INDIANA PACERS AT WASHINGTON WIZARDS,May 4,Capital One Arena Washington,scraped_feed_b,False
L006034,Detroit Pistons vs Phoenix Suns,"July 15, 2027",Little Caesars Arena,partner_feed_a,False
L006035,PJX VS DE,,Little Caesars Arena,scraped_feed_b,False
L006036,Denver Nuggets v. Indiana Pacers,,Ball Arena,scraped_feed_b,False
L006037,Indiana Pacers vs Denver Nuggets,February 1,Ball Arena,partner_feed_a,False
L006038,ATL at BOS,October 20,,partner_feed_a,False
L006039,ATLvs BOS,October 20,TD Garden,scraped_feed_c,False
L006040,ARI VS DEN,January 10,State Farm Stadium,partner_feed_a,False
L006041,arizina cardinals vs denvrr nuggets,January 10,State Farm Stadium,scraped_feed_b,False
L006042,mem @ min,2027-12-18,Target Center,scraped_feed_b,False
L006043,Memphis Grizzlies at Minnesota Timberwolves,12/18/27,Target Center,official_feed,False
L006044,New York Knicks at Denver Nuggets,11/13/27,Ball Arena,official_feed,False
L006045,&nbsp; New  York Knicks vs fenver Nuggets ,2027-11-13,Ball Arena,scraped_feed_c,False
L006046,Indiana Pacers vs Houston Rockets,"May 9, 2028",Gainbridge Fieldhouse,official_feed,False
L006047,Indiana Pacers vs Houston Rockets,2028-05-09,Gainbridge Fieldhouse,official_feed,False
L006048,Brooklyn Nets at Houston Rockets,3/14/27,Toyota Center (Houston),official_feed,False
L006049,  Brooklyn  Nets at Houston Rpckets ,3/14/27,Toyota Center (Houston),scraped_feed_c,False
L006050,INDIANA PACERS VS TORONTO RAPTORS,,Scotiabank Arena,scraped_feed_c,False
L006051,Indiana Pacers at Toronto Raptors,"August 26, 2028",Scotiabank Arena,partner_feed_a,False
L006052,Oklahoma City Thunder vs Sacramento Kings,"April 24, 2028",Paycom Center,official_feed,False
L006053,okc v. sac,2028-04-24,Paycom Center,scraped_feed_c,False
L006054,Dallas Mavericks at Charlotte Hornets,2027-08-04,Spectrum Center,official_feed,False
L006055,  DAL  AT CHA ,,Spectrum Center Charlotte,scraped_feed_b,False
L006056,Denver Nuggers vs Milwakuee Bucks,"July 11, 2027",Ball Arena,scraped_feed_c,False
L006057,Denver Nuggets vs Milwaukee Bucks,"July 11, 2027",Ball Arena,official_feed,False
L006058,Denver Nuggets vs Charlotte Hornets,2028-08-11,Ball Arena,official_feed,False
L006059,CHA vs DEN,8/11/28,Ball Arena Denver,partner_feed_a,False
L006060,  Miami  Dolphins at Bosotn Celtics ,5/11/2027,TD Garden Boston,scraped_feed_b,False
L006061,Miami Dolphins vs Boston Celtics,2027-05-11,TD Garden,official_feed,False
L006062,Milwaukee Bucks vs San Francisco 49ers,August 11,Fiserv Forum,official_feed,False
L006063,SF at MIL,2027-08-11,Fiserv Forum,partner_feed_a,False
L006064,New Orleans Pelicans v. Cleveland Cavaliers,"May 24, 2028",Rocket Arena,scraped_feed_b,False
L006065,Cleveland Cavaliers vs New Orleans Pelicans,May 24,Rocket Arena,scraped_feed_b,False
L006066,Washington Wizards vs New Orleans Saints,2028-10-26,Caesars Superdome,official_feed,False
L006067,Washington Wizards vs New Orleans Saints,10/26/28,Caesars Superdome,partner_feed_a,False
L006068,NPO sv POR,5/27/28,Smoothie King Center,scraped_feed_b,False
L006069,POR AT NOP,5/27/2028,SKC,scraped_feed_c,False
L006070,tb vs dal,2028-02-19,Raymond James Stadium,scraped_feed_c,False
L006071,DLA vs TB,2/19/2028,Raymond James Stadium,scraped_feed_b,False
L006072,CLE vs MIL,11/25/2027,Fiserv Forum Milwaukee,partner_feed_a,False
L006073,Cleveland Cavaliers at Milwaukee Bucks,November 25,Fiserv Forum,official_feed,False
L006074,TOR at HOU,12/7/28,Toyota Center (Houston),partner_feed_a,False
L006075,HOU vs TOR,"December 7, 2028",Toyota Center (Houston),scraped_feed_c,False
L006076,Minnesota Vikings vs Team Stripes,12/3/2028,Intuit Dome,official_feed,False
L006077,Minnesota Vikings vs Team Stripes,December 3,,scraped_feed_c,False
L006078,Dallas Cowboys vs Buffalo Bills,November 16,AT&T Stadium,official_feed,False
L006079,Dallas Cowboys vs Buffalo Bills,"November 16, 2028",AT&T Stadium,official_feed,False
L006080,Detroit Pistons at Indiana Pacers,"April 9, 2028",Gainbridge Fieldhouse,official_feed,False
L006081,IND v. DET,2028-04-09,Bankers Life Fieldhouse,scraped_feed_c,False
L006082,ORL v. DE,"July 5, 2028",Pepsi Center,scraped_feed_c,True
L006083,Orlando&nbsp;Magic at enver Nuggtes,July 3,Ball Arena,scraped_feed_c,False
L006084,MINNESOTA&nbsp;TIMBERWOVES AT NEW ORLEASN PELICANS,"October 13, 2028",Smoothie King Center,scraped_feed_c,False
L006085,New Orleans Pelicans vs Minnesota Timberwolves,10/13/2028,Smoothie King Center,scraped_feed_b,False
L006086,BOS vs CHA,September 2,,scraped_feed_c,False
L006087,CHARLOTTE HORNETS AT BOSTON CELTICS,9/2/28,Fleet Center,partner_feed_a,False
L006088,  Los  AmgelesRams vs Houston Rockets ,"February 25, 2027",SSLA,scraped_feed_c,False
L006089,  HUO  @ kAR ,2/25/2027,,scraped_feed_c,False
L006090,Detroit Pistons at Minnesota Timberwolves,3/21/2028,Target Center,partner_feed_a,False
L006091,det vs min,March 21,Target Center,scraped_feed_b,False
L006092,BOS atM EM,6/26/28,FedEx Forum,scraped_feed_b,False
L006093,Memphis Grizzlies vs Boston Celtics,,FedExForum,scraped_feed_b,False
L006094,boston celtics v. indiana pacers,2/9/27,TD Garden,scraped_feed_b,False
L006095,Indiana Pacers at Boston Celtics,2027-02-09,TD Garden Boston,partner_feed_a,False
L006096,WAS at MIA,2027-08-12,,scraped_feed_c,False
L006097,Washington Wizards at Miami Heat,August 12,Kaseya Center,scraped_feed_c,False
L006098,PHI VS ORL,June 1,Xfinity Mobile Arena,scraped_feed_b,False
L006099,PHI v. ORL,2027-06-01,,scraped_feed_b,False
L006100,UTAH JAZZ VS OKLAHOMA CITY THUNDER,"July 3, 2028",Delta Center,scraped_feed_c,False
L006101,OKC a UTA,July 3,EA,scraped_feed_b,False
L006102,ar at mia,June 12,Kaseya Center,scraped_feed_b,True
L006103,LAR @ MIA,June 10,American Airlines Arena,scraped_feed_b,False
L006104,Denver Nuggets vs New York Knicks,9/16/2027,Ball Arena,official_feed,False
L006105,NYK at EDN,"September 16, 2027",,scraped_feed_c,False
L006106,san antonio spurs at golden state warriors,2027-08-24,Chase Center Arena,partner_feed_a,False
L006107,SAS vsG SW,August 24,,scraped_feed_c,False
L006108,  to  vs bal ,2/10/28,M&T Bank Stadium,scraped_feed_b,False
L006109,Toronto Raptors vs Baltimore Ravens,,M&T Bank Stadium,official_feed,False
L006110,no at hou,"January 28, 2027",Toyota Center (Houston),scraped_feed_b,False
L006111,HOU vs NO,1/28/2027,Toyota Center (Houston),scraped_feed_b,False
L006112,PHI VS DEN,2027-11-26,Ball Arena Denver,scraped_feed_c,False
L006113,phi vs den,November 24,Pepsi Center,scraped_feed_b,True
L006114,San Francisco 49ers at Miami Heat,"September 6, 2027",Kaseya Center,partner_feed_a,False
L006115,Miami Heat v. aSn Francisco 49ers,2027-09-06,Kaseya Center,scraped_feed_b,False
L006116,Chicago Bulls vs Washington Wizards,2028-09-14,,scraped_feed_c,False
L006117,CHI t WAS,,COA,scraped_feed_b,False
L006118,Phoenix Suns vs Philadelphia 76ers,11/6/28,Mortgage Matchup Center,official_feed,False
L006119,PHI vs PHX,November 6,Mortgage Matchup Center,scraped_feed_c,False
L006120,portland trail blazers vs boston celtics,July 1,Fleet Center,partner_feed_a,False
L006121,BOS vs POR,2028-07-01,TD Garden Boston,partner_feed_a,False
L006122,Chicago Bulls va Atlanta Falcons,8/19/27,Mercedes-Benz Stadium,scraped_feed_c,False
L006123,chicago bulls at atlanta falcons,2027-08-19,Mercedes-Benz Stadium,partner_feed_a,False
L006124,LA Clippers v. Cleveland Cavaliers,"December 5, 2027",,scraped_feed_b,True
L006125,  CLE  vs LA Clippers ,December 6,RA,scraped_feed_c,True
L006126,Memphis Grizzlies vs Philadelphia 76ers,2027-10-04,FedExForum,official_feed,False
L006127,PIH at MEM,2027-10-04,FedEx Forum,scraped_feed_b,False
L006128,Detroit Lions vs Miami Heat,6/11/2027,Ford Field,official_feed,False
L006129,Miami Heat at Detroit Lions,6/11/2027,Ford Field,official_feed,False
L006130,DET VS UTA,May 22,Little Caesars Arena,partner_feed_a,False
L006131,DET v. UTA,5/22/2027,Little Caesars Arena,scraped_feed_c,False
L006132,WASHINGTNO WUZARDS AT PHILADELPHIA 76ERS,2028-10-13,Xfinity Mobile Arena,scraped_feed_c,False
L006133,WAS vs PHI,"October 13, 2028",Xfinity Mobile Arena,scraped_feed_c,False
L006134,Golden State Warriors vs Minnesota Timberwolves,6/12/2027,Chase Center,partner_feed_a,False
L006135,MIN AT GSW,6/12/2027,,scraped_feed_b,False
L006136,HOU vs OKC,"November 21, 2027",,scraped_feed_b,True
L006137,Oklahoma City Thunder ay Housyon Rockets,2027-11-23,TC,scraped_feed_c,False
L006138,SAS VS BAL,2027-11-05,M&T Bank Stadium,partner_feed_a,False
L006139,SAS vs BAL,November 5,M&T Bank Stadium,partner_feed_a,False
L006140,Detroit Pistons vs Phoenix Suns,2027-05-04,Little Caesars Arena,official_feed,False
L006141,  Phoenix  Suns at Detroit Pistons ,5/6/27,Little Caesars Arena,scraped_feed_b,True
L006142,Memphis Grizzlies at Miami Heat,September 13,Kaseya Center,official_feed,False
L006143,Memphis Grizzlies vs Miami Heat,September 13,Kaseya Center,partner_feed_a,False
L006144,Denver Nugges vs Los Angeles Lskers,10/13/27,crypto.com Arena,scraped_feed_b,False
L006145,Denver Nuggets at Los Angeles Lakers,"October 13, 2027",crypto.com Arena,official_feed,False
L006146,Miami Heat vs Portland Trail Blazers,2028-11-18,Kaseya Center,official_feed,False
L006147,  POR  t MIA ,November 18,Kaseya Center,scraped_feed_b,False
L006148,Phoenix Suns vs Detroit Lions,2027-09-06,Ford Field,scraped_feed_c,False
L006149,PHX&nbsp;vs DET,9/6/2027,Ford Field,scraped_feed_b,False
L006150,Detroit Pistons at Philadelphia 76ers,March 11,Xfinity Mobile Arena,partner_feed_a,False
L006151,Philadelphia 76ers vs Detroit Pistons,3/11/27,Xfinity Mobile Arena,official_feed,False
L006152,  MIN  v. NYK ,June 1,MSG,scraped_feed_b,False
L006153,New York Knicks vs Minnesota Timberwolves,6/1/2027,Madison Square Garden,official_feed,False
L006154,  BOS  VS ORL ,2027-07-18,KC,scraped_feed_b,False
L006155,BOS AT ORL,"July 18, 2027",,scraped_feed_c,False
L006156,SAS vs POR,7/22/28,MC,scraped_feed_c,False
L006157,PORTLAND TRAIL BLAZERS VS SAN ANTONIO SPURS,"July 22, 2028",Moda Center,partner_feed_a,False
L006158,Houston Rockets vs Washington Wizards,8/6/28,Capital One Arena,official_feed,False
L006159,Houston Rockets vs Washington Wizards,8/6/2028,Capital One Arena,official_feed,False
L006160,HOUSTON ROCKETS VS ORLANDO MAGIC,April 10,Toyota Center (Houston),partner_feed_a,False
L006161,Houston Rockets vs Orlando Magic,4/10/27,,partner_feed_a,False
L006162,MIA v sPHX,"September 10, 2027",,scraped_feed_b,False
L006163,Phoenix Suns vs Miami Heat,9/10/2027,Kaseya Center,official_feed,False
L006164,Brooklyn Nets vs Tennessee Titans,10/24/2028,Barclays Center,official_feed,False
L006165,BKN vs TEN,10/24/2028,Barclays Center,partner_feed_a,False
L006166,New York Giants at Philadelphia Eagles,2028-09-17,Lincoln Financial Field,partner_feed_a,False
L006167,Philadelphia Eagles vs New York Giants,2028-09-17,Lincoln Financial Field,official_feed,False
L006168,NOP vs UTA,"May 25, 2027",Delta Center,partner_feed_a,False
L006169,UTA v. NOP,2027-05-25,Delta Center,scraped_feed_c,False
L006170,New Orleans Pelicans vs Sacramento Kings,12/15/27,Smoothie King Center,official_feed,False
L006171,SAC v. NOP,2027-12-15,Smoothie King Center,scraped_feed_b,False
L006172,Philadelphia 76ers v. Miami Heat,2028-02-24,Kaseya Center,scraped_feed_b,False
L006173,niami heat vs philadelphia 76ers,2/24/28,Kaseya Center,scraped_feed_b,False
L006174,new york giants vs orlando magic,"May 28, 2027",Amway Center,scraped_feed_c,False
L006175,ORL vs NYG,"May 28, 2027",Kia Center Orlando,partner_feed_a,False
L006176,Miami Heat v. Detroit Pistons,6/28/2028,Kaseya Center,scraped_feed_b,False
L006177,MIAMI HEAT VS DETROIT PISTONS,"June 28, 2028",,scraped_feed_c,False
L006178,PIT v. PHX,2028-02-25,Acrisure Stadium,scraped_feed_b,False
L006179,PHX VS PIT,2028-02-25,,partner_feed_a,False
L006180,Orlando&nbsp;Magic @ New York Giants,12/19/27,MetLife,scraped_feed_c,False
L006181,New York Giants vs Orlando Magic,2027-12-19,MetLife Stadium,partner_feed_a,False
